,company,transmission,fuel,seller_type,owner,year,km_driven,selling_price
3496,mahindra xuv500,Manual,Diesel,Individual,First Owner,2016,5000,1290000
3497,hyundai santro,Manual,Petrol,Individual,First Owner,2004,58000,80000
3498,hyundai grand,Manual,Petrol,Individual,First Owner,2015,12000,425000
3499,maruti celerio,Automatic,Petrol,Individual,First Owner,2018,10000,500000
3500,hyundai santro,Manual,Petrol,Individual,Second Owner,2012,45000,193000
3501,honda city,Manual,Petrol,Individual,First Owner,2015,10000,800000
3502,maruti wagon,Manual,Petrol,Individual,First Owner,2008,50000,150000
3503,maruti 800,Manual,Petrol,Individual,Fourth & Above Owner,2002,40000,80000
3504,ford figo,Manual,Diesel,Individual,Third Owner,2010,100000,130000
3505,ford figo,Manual,Diesel,Individual,Second Owner,2012,80000,280000
3506,mahindra xylo,Manual,Diesel,Individual,Second Owner,2011,110000,229999
3507,maruti zen,Manual,Petrol,Individual,First Owner,2008,120000,80000
3508,tata nano,Manual,Petrol,Individual,First Owner,2010,10000,70000
3509,maruti ritz,Manual,Diesel,Individual,Second Owner,2013,60000,240000
3510,mahindra xylo,Manual,Diesel,Individual,Second Owner,2010,72000,380000
3511,maruti ritz,Manual,Diesel,Individual,Second Owner,2013,60000,240000
3512,hyundai santro,Manual,Petrol,Individual,First Owner,2006,110000,80000
3513,hyundai i10,Manual,Petrol,Individual,First Owner,2013,50000,265000
3514,hyundai eon,Manual,Petrol,Individual,First Owner,2018,25000,320000
3515,nissan terrano,Manual,Diesel,Individual,Third Owner,2014,120000,500000
3516,hyundai creta,Manual,Diesel,Individual,First Owner,2016,55000,1300000
3517,mahindra scorpio,Manual,Diesel,Individual,First Owner,2018,35000,1500000
3518,toyota innova,Automatic,Diesel,Individual,First Owner,2016,110000,1800000
3519,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2014,80000,600000
3520,tata tiago,Manual,Petrol,Individual,First Owner,2018,80000,420000
3521,maruti zen,Manual,Petrol,Individual,First Owner,2009,120000,140000
3522,skoda laura,Manual,Diesel,Individual,Second Owner,2010,100000,300000
3523,hyundai santro,Manual,Petrol,Dealer,Second Owner,2006,60000,100000
3524,maruti alto,Manual,Petrol,Dealer,First Owner,2017,25000,350000
3525,ford ecosport,Manual,Petrol,Dealer,First Owner,2018,19000,850000
3526,maruti alto,Manual,Petrol,Dealer,First Owner,2008,54000,140000
3527,ford aspire,Manual,Petrol,Dealer,Second Owner,2015,17100,550000
3528,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19000,525000
3529,ford ecosport,Manual,Diesel,Dealer,First Owner,2015,146000,470000
3530,ford endeavour,Automatic,Diesel,Dealer,First Owner,2013,98000,900000
3531,ford endeavour,Manual,Diesel,Dealer,Second Owner,2011,224642,500000
3532,maruti zen,Manual,Petrol,Individual,Second Owner,1998,120000,80000
3533,mahindra verito,Manual,Diesel,Individual,First Owner,2011,175000,175000
3534,mahindra xuv500,Automatic,Diesel,Individual,Second Owner,2017,15000,1350000
3535,renault duster,Manual,Diesel,Individual,First Owner,2017,50000,800000
3536,datsun redigo,Manual,Petrol,Individual,First Owner,2017,15000,250000
3537,maruti ignis,Automatic,Petrol,Individual,First Owner,2018,25000,700000
3538,tata nexon,Manual,Diesel,Individual,First Owner,2019,25000,800000
3539,mahindra xuv500,Manual,Diesel,Individual,First Owner,2013,69000,660000
3540,maruti swift,Manual,Diesel,Individual,Third Owner,2015,60000,465000
3541,mahindra scorpio,Manual,Diesel,Individual,Second Owner,2006,222435,180000
3542,maruti swift,Manual,Diesel,Individual,Third Owner,2017,66000,600000
3543,ford fiesta,Manual,Petrol,Individual,First Owner,2010,110000,150000
3544,hyundai verna,Manual,Diesel,Individual,Second Owner,2014,78000,450000
3545,hyundai elite,Manual,Petrol,Individual,First Owner,2019,10000,721000
3546,maruti swift,Manual,Petrol,Individual,First Owner,2018,35000,300000
3547,mahindra scorpio,Manual,Diesel,Individual,First Owner,2019,10000,1000000
3548,renault kwid,Manual,Petrol,Individual,First Owner,2016,40000,300000
3549,mahindra scorpio,Manual,Diesel,Individual,First Owner,2013,120000,450000
3550,maruti esteem,Automatic,Petrol,Individual,First Owner,1997,70000,79000
3551,ford figo,Manual,Diesel,Individual,First Owner,2017,40000,545000
3552,honda amaze,Manual,Diesel,Individual,First Owner,2018,20000,844999
3553,skoda rapid,Manual,Diesel,Individual,First Owner,2016,93000,700000
3554,toyota etios,Manual,Diesel,Individual,First Owner,2016,159000,650000
3555,ford ecosport,Manual,Diesel,Individual,Second Owner,2014,75000,525000
3556,ford fiesta,Manual,Diesel,Individual,Third Owner,2006,101100,110000
3557,tata indica,Manual,Diesel,Individual,First Owner,2011,66000,180000
3558,hyundai i10,Manual,Petrol,Individual,Second Owner,2012,30000,280000
3559,renault kwid,Manual,Petrol,Individual,First Owner,2019,10000,400000
3560,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2012,126000,625000
3561,volkswagen vento,Manual,Diesel,Individual,First Owner,2015,70000,535000
3562,maruti swift,Manual,Diesel,Individual,First Owner,2017,50000,459999
3563,mahindra bolero,Manual,Diesel,Individual,First Owner,2010,100000,300000
3564,honda civic,Automatic,Petrol,Individual,First Owner,2007,60000,280000
3565,honda mobilio,Manual,Petrol,Individual,First Owner,2014,70000,500000
3566,hyundai creta,Manual,Petrol,Individual,First Owner,2019,1200,1200000
3567,renault kwid,Manual,Petrol,Individual,First Owner,2016,40000,300000
3568,tata manza,Manual,Diesel,Individual,Third Owner,2011,80000,180000
3569,hyundai i10,Automatic,Petrol,Individual,Second Owner,2011,134444,180000
3570,maruti alto,Manual,Petrol,Individual,Second Owner,2009,120000,78000
3571,nissan micra,Manual,Diesel,Individual,First Owner,2011,120000,160000
3572,mahindra scorpio,Manual,Diesel,Individual,First Owner,2014,238000,600000
3573,maruti wagon,Manual,Petrol,Individual,Second Owner,2008,100000,110000
3574,mahindra bolero,Manual,Diesel,Individual,Second Owner,2011,110000,450000
3575,mahindra scorpio,Manual,Diesel,Individual,First Owner,2019,35000,1350000
3576,honda city,Manual,Petrol,Individual,Second Owner,2003,165000,120000
3577,honda br-v,Manual,Diesel,Individual,First Owner,2018,42000,1040000
3578,hyundai grand,Manual,Diesel,Individual,Second Owner,2014,70000,390000
3579,tata nano,Manual,Petrol,Individual,Second Owner,2011,60000,65000
3580,volkswagen polo,Manual,Diesel,Individual,Third Owner,2013,115000,320000
3581,volkswagen ameo,Manual,Diesel,Individual,First Owner,2017,70000,720000
3582,maruti swift,Manual,Petrol,Individual,Second Owner,2007,80000,220000
3583,maruti wagon,Manual,Petrol,Dealer,First Owner,2011,65000,225000
3584,tata manza,Manual,Diesel,Individual,Second Owner,2010,150000,200000
3585,toyota etios,Manual,Diesel,Dealer,Second Owner,2015,75000,434999
3586,ford figo,Manual,Diesel,Individual,First Owner,2012,63700,300000
3587,honda amaze,Manual,Diesel,Individual,First Owner,2018,74800,700000
3588,ford endeavour,Manual,Diesel,Individual,Second Owner,2009,105000,500000
3589,renault duster,Manual,Diesel,Individual,First Owner,2016,40000,500000
3590,maruti ritz,Manual,Diesel,Individual,Second Owner,2016,90000,400000
3591,toyota corolla,Manual,Diesel,Dealer,Second Owner,2015,75000,825000
3592,maruti swift,Manual,Diesel,Individual,First Owner,2018,15000,720000
3593,maruti 800,Manual,Petrol,Individual,Second Owner,2009,30000,110000
3594,mahindra scorpio,Manual,Diesel,Individual,Second Owner,2014,100000,600000
3595,mahindra scorpio,Automatic,Diesel,Individual,Third Owner,2009,155000,275000
3596,land rover,Automatic,Diesel,Individual,Second Owner,2012,149000,2349000
3597,hyundai i20,Manual,Diesel,Individual,First Owner,2017,60000,740000
3598,maruti baleno,Manual,Diesel,Individual,First Owner,2017,90000,800000
3599,hyundai verna,Manual,Diesel,Individual,First Owner,2019,100000,1100000
3600,bmw x1,Automatic,Diesel,Individual,Second Owner,2012,100000,750000
3601,maruti alto,Manual,Petrol,Individual,Second Owner,2012,90000,200000
3602,tata spacio,Manual,Diesel,Individual,First Owner,2009,75000,210000
3603,maruti swift,Manual,Diesel,Individual,Second Owner,2009,120000,270000
3604,toyota etios,Manual,Diesel,Individual,Second Owner,2016,90000,630000
3605,hyundai xcent,Manual,Petrol,Individual,First Owner,2015,55000,375000
3606,mahindra xylo,Manual,Diesel,Individual,First Owner,2010,70000,300000
3607,mahindra bolero,Manual,Diesel,Individual,Second Owner,2016,95000,580000
3608,hyundai verna,Manual,Diesel,Individual,First Owner,2014,50000,550000
3609,maruti ciaz,Manual,Diesel,Individual,First Owner,2016,50000,750000
3610,maruti omni,Manual,Petrol,Individual,First Owner,2014,60516,250000
3611,hyundai verna,Manual,Diesel,Individual,Second Owner,2012,235000,434999
3612,mercedes-benz e-class,Automatic,Diesel,Dealer,First Owner,2007,76731,900000
3613,maruti swift,Manual,Diesel,Dealer,First Owner,2016,64000,685000
3614,maruti swift,Manual,Diesel,Dealer,First Owner,2014,65000,540000
3615,honda city,Automatic,Petrol,Dealer,Test Drive Car,2018,13000,1165000
3616,ford ecosport,Manual,Diesel,Dealer,First Owner,2014,77000,610000
3617,hyundai eon,Manual,Petrol,Dealer,First Owner,2011,24000,254999
3618,nissan micra,Manual,Petrol,Dealer,First Owner,2014,63840,280000
3619,tata tiago,Manual,Petrol,Individual,First Owner,2017,25000,370000
3620,tata new,Manual,Diesel,Individual,Second Owner,2011,76400,459999
3621,maruti zen,Manual,Petrol,Individual,Third Owner,1998,70000,42000
3622,maruti zen,Manual,Petrol,Individual,Third Owner,1998,70000,42000
3623,fiat linea,Manual,Diesel,Individual,Third Owner,2011,80000,190000
3624,fiat punto,Manual,Petrol,Individual,Fourth & Above Owner,2010,100000,165000
3625,ford ecosport,Manual,Diesel,Individual,First Owner,2017,40000,710000
3626,hyundai creta,Manual,Petrol,Individual,First Owner,2018,15000,1200000
3627,maruti zen,Manual,Petrol,Individual,First Owner,2011,70000,229999
3628,renault kwid,Manual,Petrol,Individual,First Owner,2018,15000,310000
3629,maruti wagon,Manual,Petrol,Individual,First Owner,2015,40000,320000
3630,maruti 800,Manual,Petrol,Individual,First Owner,2006,54000,100000
3631,hyundai verna,Manual,Diesel,Individual,First Owner,2009,90000,160000
3632,maruti 800,Manual,Petrol,Individual,First Owner,2007,52000,60000
3633,tata indigo,Manual,Diesel,Individual,Third Owner,2012,200000,100000
3634,chevrolet beat,Manual,Diesel,Individual,Second Owner,2016,35000,350000
3635,renault duster,Manual,Diesel,Individual,First Owner,2017,60000,700000
3636,maruti alto,Manual,Petrol,Individual,First Owner,2017,31489,300000
3637,hyundai i20,Manual,Diesel,Individual,First Owner,2018,40000,830000
3638,mahindra quanto,Manual,Diesel,Individual,First Owner,2013,110000,220000
3639,tata indigo,Manual,Diesel,Individual,First Owner,2009,50000,130000
3640,hyundai i20,Manual,Petrol,Individual,First Owner,2012,44000,330000
3641,honda city,Manual,Petrol,Individual,Second Owner,2010,90000,254999
3642,hyundai verna,Manual,Petrol,Individual,Second Owner,2014,50000,600000
3643,hyundai i10,Manual,Petrol,Individual,First Owner,2012,50000,210000
3644,maruti zen,Manual,Petrol,Individual,First Owner,2007,81366,120000
3645,maruti esteem,Manual,Petrol,Individual,First Owner,2006,110000,95000
3646,toyota innova,Manual,Diesel,Individual,First Owner,2006,300000,229999
3647,hyundai verna,Manual,Petrol,Individual,First Owner,2010,70000,229999
3648,hyundai i20,Manual,Diesel,Individual,First Owner,2013,100000,400000
3649,maruti gypsy,Manual,Petrol,Individual,Second Owner,2005,70000,300000
3650,ford figo,Manual,Diesel,Individual,First Owner,2013,50000,300000
3651,ford fiesta,Manual,Diesel,Individual,Second Owner,2009,180000,80000
3652,maruti 800,Manual,Petrol,Individual,Second Owner,2008,50000,80000
3653,maruti esteem,Manual,Petrol,Individual,Second Owner,2007,90000,100000
3654,tata indica,Manual,Diesel,Individual,First Owner,2012,110000,300000
3655,maruti baleno,Automatic,Petrol,Individual,First Owner,2018,26000,700000
3656,maruti vitara,Manual,Diesel,Individual,First Owner,2016,65000,975000
3657,chevrolet captiva,Manual,Diesel,Individual,First Owner,2009,130000,500000
3658,renault duster,Manual,Diesel,Individual,Second Owner,2013,75000,550000
3659,nissan terrano,Manual,Diesel,Individual,Second Owner,2014,110000,550000
3660,maruti alto,Manual,Petrol,Individual,First Owner,2014,50000,240000
3661,maruti 800,Manual,Petrol,Individual,Second Owner,1997,80000,50000
3662,tata indica,Manual,Petrol,Individual,Second Owner,2009,80000,120000
3663,maruti alto,Manual,Petrol,Individual,Second Owner,2013,60000,900000
3664,honda city,Manual,Petrol,Individual,Second Owner,2009,90000,250000
3665,renault kwid,Manual,Petrol,Individual,First Owner,2017,36000,280000
3666,tata indica,Manual,Diesel,Individual,First Owner,2010,87000,85000
3667,tata indica,Manual,Diesel,Individual,First Owner,2011,80000,90000
3668,chevrolet enjoy,Manual,Diesel,Individual,First Owner,2015,50000,500000
3669,maruti 800,Manual,Petrol,Individual,First Owner,2013,60000,200000
3670,renault kwid,Manual,Petrol,Individual,First Owner,2015,50000,250000
3671,maruti swift,Manual,Diesel,Individual,Third Owner,2014,40000,185000
3672,hyundai i10,Manual,Petrol,Individual,Second Owner,2008,60000,100000
3673,toyota etios,Manual,Diesel,Individual,First Owner,2015,55000,610000
3674,mahindra quanto,Manual,Diesel,Individual,First Owner,2012,80000,290000
3675,mahindra xylo,Manual,Diesel,Individual,First Owner,2012,295000,300000
3676,hyundai eon,Manual,Petrol,Individual,First Owner,2015,80000,225000
3677,maruti alto,Manual,Petrol,Individual,Second Owner,2017,50000,320000
3678,tata indigo,Manual,Diesel,Individual,Third Owner,2012,158000,135000
3679,toyota innova,Manual,Diesel,Individual,Third Owner,2006,400000,400000
3680,maruti wagon,Manual,Petrol,Individual,First Owner,2016,25000,400000
3681,hyundai i20,Manual,Petrol,Individual,First Owner,2017,35000,570000
3682,maruti ignis,Manual,Petrol,Individual,First Owner,2018,12000,500000
3683,maruti omni,Manual,Petrol,Individual,First Owner,2015,70000,130000
3684,tata tiago,Manual,Petrol,Individual,First Owner,2018,4000,360000
3685,ford figo,Manual,Petrol,Dealer,First Owner,2017,10832,530000
3686,hyundai i10,Manual,Petrol,Individual,First Owner,2009,50000,250000
3687,nissan sunny,Manual,Petrol,Dealer,First Owner,2016,19495,600000
3688,renault duster,Manual,Diesel,Dealer,First Owner,2013,62668,570000
3689,mahindra xuv500,Manual,Diesel,Dealer,First Owner,2013,85710,850000
3690,ford figo,Manual,Diesel,Dealer,Second Owner,2011,55130,250000
3691,ford ecosport,Manual,Diesel,Dealer,Second Owner,2014,63356,580000
3692,toyota fortuner,Manual,Diesel,Dealer,First Owner,2012,129627,1680000
3693,chevrolet spark,Manual,Petrol,Individual,First Owner,2010,15000,180000
3694,tata tiago,Manual,Petrol,Individual,First Owner,2017,50000,300000
3695,toyota etios,Manual,Petrol,Individual,Second Owner,2012,70000,269000
3696,maruti alto,Manual,Petrol,Individual,First Owner,2018,20000,231999
3697,chevrolet beat,Manual,Petrol,Individual,Third Owner,2011,60000,150000
3698,hyundai grand,Manual,Petrol,Individual,First Owner,2017,5000,495000
3699,maruti ciaz,Manual,Petrol,Individual,First Owner,2014,15000,700000
3700,datsun go,Manual,Petrol,Individual,Second Owner,2018,4400,400000
3701,mahindra xylo,Manual,Diesel,Individual,Third Owner,2019,15000,599000
3702,renault duster,Manual,Diesel,Individual,First Owner,2013,45000,421000
3703,ford ecosport,Manual,Diesel,Individual,First Owner,2018,1000,841000
3704,hyundai i10,Manual,Petrol,Individual,First Owner,2014,38500,295000
3705,hyundai i10,Manual,Petrol,Individual,First Owner,2011,25000,220000
3706,ford classic,Manual,Diesel,Individual,First Owner,2013,35000,250000
3707,toyota fortuner,Manual,Diesel,Individual,Second Owner,2009,110000,1100000
3708,hyundai verna,Manual,Petrol,Individual,First Owner,2012,40000,300000
3709,chevrolet aveo,Manual,Petrol,Individual,Second Owner,2007,110000,80000
3710,chevrolet beat,Manual,Diesel,Individual,Third Owner,2013,20000,215000
3711,hyundai eon,Manual,Petrol,Dealer,First Owner,2012,14987,245000
3712,ford ecosport,Manual,Diesel,Dealer,First Owner,2016,25061,650000
3713,ford ecosport,Manual,Diesel,Dealer,First Owner,2017,42494,760000
3714,honda amaze,Manual,Diesel,Dealer,First Owner,2014,44875,395000
3715,ford figo,Manual,Diesel,Dealer,Second Owner,2014,89741,280000
3716,honda jazz,Manual,Diesel,Dealer,First Owner,2016,65000,495000
3717,honda jazz,Manual,Diesel,Dealer,First Owner,2016,35000,525000
3718,toyota innova,Manual,Diesel,Dealer,First Owner,2009,347089,420000
3719,tata new,Manual,Diesel,Individual,First Owner,2010,34500,210000
3720,hyundai i20,Manual,Petrol,Individual,First Owner,2018,30000,650000
3721,bmw 3,Automatic,Diesel,Individual,First Owner,2018,39000,2300000
3722,ford freestyle,Manual,Diesel,Individual,First Owner,2019,16000,525000
3723,maruti wagon,Manual,CNG,Individual,Second Owner,2010,80000,195000
3724,maruti ertiga,Manual,Diesel,Individual,First Owner,2016,60000,650000
3725,mahindra tuv,Manual,Diesel,Individual,First Owner,2015,110000,540000
3726,maruti alto,Manual,Petrol,Individual,First Owner,2014,61000,180000
3727,mahindra bolero,Manual,Diesel,Individual,First Owner,2017,29000,750000
3728,maruti ertiga,Manual,Diesel,Individual,First Owner,2018,50000,980000
3729,fiat grande,Manual,Diesel,Individual,First Owner,2014,90000,250000
3730,hyundai grand,Automatic,Petrol,Individual,First Owner,2018,35000,550000
3731,volkswagen vento,Manual,Petrol,Individual,Second Owner,2015,43000,509999
3732,maruti alto,Manual,Petrol,Individual,First Owner,2017,50000,320000
3733,hyundai eon,Manual,Petrol,Individual,First Owner,2016,25000,275000
3734,mahindra xuv500,Manual,Diesel,Individual,First Owner,2013,222252,550000
3735,maruti wagon,Manual,Petrol,Individual,Second Owner,2009,50000,145000
3736,fiat grande,Manual,Diesel,Individual,First Owner,2013,80000,250000
3737,hyundai verna,Manual,Diesel,Individual,First Owner,2012,35000,520000
3738,maruti alto,Manual,Petrol,Individual,Second Owner,2007,85000,95000
3739,toyota innova,Manual,Diesel,Individual,Third Owner,2011,110000,725000
3740,maruti 800,Manual,Petrol,Individual,Second Owner,2006,70000,55000
3741,honda city,Manual,Diesel,Individual,First Owner,2014,100000,600000
3742,volkswagen vento,Manual,Diesel,Individual,Second Owner,2013,120000,330000
3743,maruti swift,Manual,Diesel,Individual,First Owner,2015,89000,470000
3744,maruti swift,Manual,Diesel,Individual,First Owner,2013,120000,365000
3745,hyundai eon,Manual,Petrol,Individual,Second Owner,2013,40000,250000
3746,maruti wagon,Manual,Petrol,Individual,First Owner,2017,17000,430000
3747,maruti swift,Manual,Diesel,Individual,Second Owner,2013,125000,400000
3748,maruti swift,Manual,Petrol,Individual,Second Owner,2015,110000,615000
3749,ford figo,Manual,Diesel,Individual,Second Owner,2011,120000,150000
3750,ford figo,Manual,Diesel,Individual,First Owner,2014,90000,240000
3751,mahindra scorpio,Manual,Diesel,Individual,First Owner,2014,90000,800000
3752,hyundai eon,Manual,LPG,Individual,First Owner,2015,110000,240000
3753,ford ecosport,Manual,Diesel,Individual,Second Owner,2014,87000,600000
3754,mahindra scorpio,Manual,Diesel,Individual,First Owner,2014,15000,800000
3755,hyundai eon,Manual,Petrol,Individual,First Owner,2015,70000,160000
3756,ford fiesta,Manual,Petrol,Individual,First Owner,2012,38000,350000
3757,honda city,Manual,Petrol,Individual,Second Owner,2011,64000,300000
3758,tata sumo,Manual,Diesel,Individual,First Owner,2015,55250,399000
3759,mahindra bolero,Manual,Diesel,Individual,First Owner,2011,110000,300000
3760,maruti a-star,Automatic,Petrol,Individual,First Owner,2012,70000,150000
3761,chevrolet cruze,Manual,Diesel,Individual,Third Owner,2010,60000,320000
3762,tata hexa,Manual,Diesel,Individual,First Owner,2018,17000,1280000
3763,renault kwid,Manual,Petrol,Individual,Second Owner,2017,13000,300000
3764,nissan terrano,Manual,Diesel,Individual,First Owner,2016,60000,1000000
3765,mitsubishi pajero,Manual,Diesel,Individual,Second Owner,2012,120000,1090000
3766,tata new,Manual,Diesel,Individual,Second Owner,2012,97000,450000
3767,tata indica,Manual,Petrol,Individual,Second Owner,2007,130000,60000
3768,maruti swift,Manual,Petrol,Individual,First Owner,2013,50000,500000
3769,tata indigo,Manual,Diesel,Individual,Second Owner,2012,120000,200000
3770,ford ecosport,Manual,Diesel,Individual,First Owner,2015,68000,650000
3771,maruti alto,Manual,Petrol,Individual,Second Owner,2006,100000,60000
3772,maruti ertiga,Manual,Diesel,Individual,First Owner,2013,80000,250999
3773,hyundai accent,Manual,CNG,Dealer,Second Owner,2012,67000,185000
3774,maruti alto,Manual,Petrol,Individual,First Owner,2015,60000,155000
3775,maruti swift,Manual,Petrol,Individual,First Owner,2019,5000,600000
3776,renault kwid,Manual,Petrol,Individual,First Owner,2016,20000,300000
3777,hyundai creta,Manual,Petrol,Individual,First Owner,2018,12500,850000
3778,maruti eeco,Manual,CNG,Individual,First Owner,2019,4000,470000
3779,ford figo,Manual,Petrol,Individual,First Owner,2019,25000,600000
3780,toyota innova,Manual,Diesel,Individual,Second Owner,2013,70000,700000
3781,maruti wagon,Manual,LPG,Individual,First Owner,2007,162000,70000
3782,toyota fortuner,Manual,Diesel,Individual,Second Owner,2010,205000,1250000
3783,audi a6,Automatic,Petrol,Individual,Third Owner,2008,70000,650000
3784,hyundai xcent,Manual,Diesel,Individual,Second Owner,2018,70000,450000
3785,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2014,100000,750000
3786,toyota innova,Manual,Diesel,Individual,Second Owner,2013,70000,775000
3787,hyundai santa,Manual,Diesel,Individual,First Owner,2011,220000,800000
3788,honda amaze,Manual,Petrol,Individual,Second Owner,2015,80000,360000
3789,toyota corolla,Manual,Diesel,Individual,First Owner,2010,120000,250000
3790,jeep compass,Manual,Diesel,Individual,First Owner,2017,22038,1490000
3791,nissan terrano,Manual,Diesel,Individual,First Owner,2013,80000,600000
3792,maruti alto,Manual,Petrol,Individual,First Owner,2010,90000,120000
3793,tata new,Manual,Diesel,Individual,Second Owner,2012,140000,320000
3794,mahindra thar,Manual,Diesel,Individual,Second Owner,2011,120000,400000
3795,maruti swift,Manual,Diesel,Individual,First Owner,2015,60000,302000
3796,chevrolet beat,Manual,Diesel,Individual,Second Owner,2011,80000,130000
3797,maruti swift,Manual,Petrol,Individual,Second Owner,2014,60000,150000
3798,tata indica,Manual,Diesel,Individual,Second Owner,2012,90000,200000
3799,toyota innova,Manual,Diesel,Individual,First Owner,2012,80000,950000
3800,maruti swift,Manual,Diesel,Individual,Second Owner,2008,175000,120000
3801,mahindra xuv500,Manual,Diesel,Individual,First Owner,2019,10000,1400000
3802,hyundai i20,Manual,Petrol,Individual,First Owner,2017,65000,620000
3803,toyota innova,Manual,Diesel,Individual,First Owner,2012,90000,449000
3804,maruti alto,Manual,Petrol,Individual,First Owner,2007,70000,100000
3805,hyundai grand,Manual,Petrol,Individual,First Owner,2018,2500,600000
3806,honda amaze,Manual,Diesel,Individual,First Owner,2016,35000,700000
3807,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,40000,250000
3808,maruti baleno,Manual,Petrol,Individual,First Owner,2018,63000,550000
3809,skoda superb,Automatic,Diesel,Dealer,First Owner,2013,88000,675000
3810,nissan terrano,Manual,Diesel,Dealer,First Owner,2015,55000,530000
3811,chevrolet enjoy,Manual,Diesel,Dealer,First Owner,2014,71014,325000
3812,renault scala,Manual,Diesel,Dealer,First Owner,2015,60000,370000
3813,skoda rapid,Manual,Diesel,Individual,First Owner,2014,70000,360000
3814,skoda superb,Automatic,Petrol,Dealer,First Owner,2012,60000,650000
3815,ford fiesta,Manual,Diesel,Dealer,Third Owner,2012,92000,199000
3816,mahindra quanto,Manual,Diesel,Individual,First Owner,2014,89126,285000
3817,volkswagen jetta,Automatic,Diesel,Individual,First Owner,2009,134000,260000
3818,maruti ciaz,Automatic,Petrol,Dealer,First Owner,2019,15000,869999
3819,hyundai grand,Manual,Diesel,Dealer,First Owner,2016,42500,425000
3820,chevrolet cruze,Automatic,Diesel,Dealer,First Owner,2012,42000,490000
3821,mahindra xuv500,Automatic,Diesel,Individual,Second Owner,2015,70000,750000
3822,honda city,Manual,Petrol,Individual,Third Owner,2004,110000,125000
3823,fiat linea,Manual,Diesel,Individual,First Owner,2014,131365,221000
3824,volkswagen vento,Automatic,Diesel,Dealer,First Owner,2016,48980,724000
3825,honda amaze,Automatic,Petrol,Dealer,First Owner,2014,46000,440000
3826,chevrolet spark,Manual,Petrol,Individual,Third Owner,2009,60000,70000
3827,maruti baleno,Manual,Diesel,Dealer,First Owner,2015,58000,511000
3828,maruti s-cross,Manual,Diesel,Dealer,First Owner,2016,22000,790000
3829,hyundai i20,Manual,Petrol,Individual,First Owner,2017,37000,640000
3830,hyundai santro,Manual,Petrol,Individual,Fourth & Above Owner,2009,70000,120000
3831,chevrolet beat,Manual,Diesel,Individual,Third Owner,2012,98900,126000
3832,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,125000,120000
3833,mahindra tuv,Manual,Diesel,Individual,First Owner,2017,60000,650000
3834,hyundai grand,Manual,Petrol,Individual,Second Owner,2014,80000,450000
3835,maruti zen,Manual,CNG,Individual,Fourth & Above Owner,2010,80000,110000
3836,mahindra bolero,Manual,Diesel,Individual,First Owner,2017,40000,600000
3837,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2012,80000,620000
3838,ford ecosport,Manual,Diesel,Individual,First Owner,2014,30000,600000
3839,mahindra bolero,Manual,Diesel,Individual,First Owner,2018,35000,795000
3840,tata winger,Manual,Diesel,Individual,Third Owner,2011,180000,300000
3841,renault lodgy,Manual,Diesel,Individual,First Owner,2015,60000,495000
3842,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
3843,audi q3,Automatic,Diesel,Dealer,First Owner,2015,127643,1750000
3844,tata hexa,Automatic,Diesel,Individual,First Owner,2018,34000,1350000
3845,mahindra xylo,Manual,Diesel,Individual,First Owner,2014,145000,350000
3846,datsun redigo,Automatic,Petrol,Individual,First Owner,2018,25000,300000
3847,tata zest,Manual,Petrol,Dealer,Second Owner,2018,54000,400000
3848,audi a6,Automatic,Diesel,Dealer,First Owner,2014,102354,1750000
3849,maruti zen,Manual,Petrol,Individual,Fourth & Above Owner,1999,70000,70000
3850,nissan sunny,Manual,Diesel,Individual,First Owner,2018,70000,500000
3851,audi q3,Automatic,Diesel,Dealer,First Owner,2017,36000,2575000
3852,honda brio,Manual,Petrol,Dealer,First Owner,2014,58000,345000
3853,tata indigo,Manual,Diesel,Individual,First Owner,2013,100000,220000
3854,audi q5,Automatic,Petrol,Dealer,First Owner,2014,62237,1850000
3855,hyundai santro,Manual,Petrol,Dealer,Second Owner,2005,90000,114999
3856,maruti 800,Manual,Petrol,Individual,Second Owner,1999,100000,50000
3857,honda jazz,Manual,Petrol,Dealer,First Owner,2017,14000,585000
3858,ford ecosport,Manual,Diesel,Dealer,First Owner,2018,21394,950000
3859,maruti swift,Automatic,Petrol,Individual,First Owner,2018,13800,625000
3860,hyundai creta,Automatic,Petrol,Dealer,First Owner,2017,23000,1035000
3861,datsun go,Manual,Petrol,Dealer,First Owner,2015,32686,310000
3862,mahindra xylo,Manual,Diesel,Individual,First Owner,2017,99700,600000
3863,toyota fortuner,Automatic,Diesel,Individual,First Owner,2019,5000,3100000
3864,honda city,Manual,Diesel,Dealer,First Owner,2014,49654,650000
3865,hyundai grand,Manual,Petrol,Dealer,First Owner,2016,45457,550000
3866,hyundai creta,Manual,Diesel,Dealer,First Owner,2017,39221,1260000
3867,hyundai i20,Manual,Petrol,Dealer,First Owner,2016,48220,660000
3868,hyundai i20,Manual,Petrol,Dealer,First Owner,2017,11114,700000
